Company_Name,Job_Opening,Industry,Salary,Job_Url,Excel/VBA,SQL,Python,Google Analytics,R,C語言,Tableau,SAS,Java,SPSS,Linux,Power BI​,HTML,CSS,Google Tag Manager
國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】商業數據分析師(數數發中心, DDT)",銀行業,"月薪30,000~80,000元",http://www.104.com.tw/job/4xn8j?jobsource=jolist_a_relevance,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0
國泰綜合證券股份有限公司,自營部期貨暨選擇權交易員(期貨自營部),證券及期貨業,待遇面議,http://www.104.com.tw/job/64nwf?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國泰綜合證券股份有限公司,資料工程專業人員(資料工程部),證券及期貨業,"月薪35,000~39,000元",http://www.104.com.tw/job/6vb99?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國泰綜合證券股份有限公司,資深數據分析人員(數據分析部),證券及期貨業,待遇面議,http://www.104.com.tw/job/6uj8e?jobsource=jolist_b_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國泰金控_國泰金融控股股份有限公司,"數位資料分析師 Digital Data Analyst -- 生活金融(數數發中心, DDT)",金融控股業,"月薪30,000~90,000元",http://www.104.com.tw/job/6swad?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國泰金控_國泰金融控股股份有限公司,"生活金融專業人員 - 數據(Data)產品管理 (數數發中心, DDT)",金融控股業,"月薪30,000~90,000元",http://www.104.com.tw/job/70wbs?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國票綜合證券股份有限公司,資訊人員（資料分析人員）,證券及期貨業,待遇面議,http://www.104.com.tw/job/5jnua?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
土耳其商精崴有限公司台灣分公司,數據分析專員,工商顧問服務業,"月薪28,000~30,000元",http://www.104.com.tw/job/71rrj?jobsource=jolist_b_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
城邦文化事業股份有限公司,SP2-2-1-LOOKin品牌業務人員,雜誌／期刊出版業,待遇面議,http://www.104.com.tw/job/6tuf4?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
域動行銷股份有限公司,數位媒體數據分析/解讀師,廣告行銷公關業,"月薪30,000~50,000元",http://www.104.com.tw/job/4ewv7?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塞席爾商悠福科技股份有限公司,媒體開發經理 Media Partner Manager,網際網路相關業,"月薪32,000元以上",http://www.104.com.tw/job/5f6oq?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大學光學科技股份有限公司_眼鏡/眼科/醫美,【總公司】採購專員(光學)-1,其他醫療保健服務業,"月薪30,000~40,000元",http://www.104.com.tw/job/6zomw?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大成長城企業股份有限公司,食品通路企劃業務專員(台北內湖),農／畜／水產品批發業,"月薪35,000~50,000元",http://www.104.com.tw/job/6htte?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大成集團餐飲服務群 _好食城商場_中一排骨_巴黎十五_都城實業股份有限公司,都城烘焙廠廠長[中央工廠],餐館業,待遇面議,http://www.104.com.tw/job/6ytq4?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大拇哥證券投資顧問股份有限公司,Investment Data Assistant 投資數據分析助理 (挑戰百萬年薪),證券及期貨業,"年薪600,000~1,000,000元",http://www.104.com.tw/job/6mvt3?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大數據股份有限公司,數據分析師,其它軟體及網路相關業,"月薪35,000~50,000元",http://www.104.com.tw/job/5944x?jobsource=jolist_b_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大江生醫股份有限公司(TCI CO., Ltd)",B2B 數位行銷企劃-SEO【行銷企劃部】,生化科技研發業,待遇面議,http://www.104.com.tw/job/696ye?jobsource=jolist_a_relevance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"大江生醫股份有限公司(TCI CO., Ltd)",BI Analyst【戰略數據中心】,生化科技研發業,"月薪50,000~70,000元",http://www.104.com.tw/job/69p6c?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大江生醫股份有限公司(TCI CO., Ltd)",資深薪酬管理師【人力資源部】,生化科技研發業,待遇面議,http://www.104.com.tw/job/5zpd3?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大潤發流通事業股份有限公司(總公司),支援辦公室 - 數位行銷專員,量販流通相關業,"月薪34,500~36,000元",http://www.104.com.tw/job/71xig?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天下雜誌股份有限公司,《天下_全閱讀》數位行銷資深專員,雜誌／期刊出版業,"月薪35,000~45,000元",http://www.104.com.tw/job/732rk?jobsource=jolist_a_relevance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
天下雜誌股份有限公司,《天下雜誌群》數據分析師,雜誌／期刊出版業,待遇面議,http://www.104.com.tw/job/6xu4x?jobsource=jolist_b_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
好好投資科技股份有限公司,Backend Engineer(需熟Python、RESTful API ),網際網路相關業,待遇面議,http://www.104.com.tw/job/5572i?jobsource=jolist_a_relevance,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
好房國際股份有限公司,數據分析師/數據工程師,網際網路相關業,待遇面議,http://www.104.com.tw/job/71b3p?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
好房國際股份有限公司,數據分析經理/副理,網際網路相關業,待遇面議,http://www.104.com.tw/job/71b1c?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
好玩國際貿易有限公司,EC電商平台營銷專員,其他商品批發業,"月薪27,000~45,000元",http://www.104.com.tw/job/6u3z0?jobsource=jolist_a_relevance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
好險網科技股份有限公司,產品企劃/主管,網際網路相關業,待遇面議,http://www.104.com.tw/job/74km7?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
